Tên sản phẩm,Giá (VNĐ),Thương hiệu,Đã bán,Điểm đánh giá,Số lượng đánh giá,Danh Mục,platform
Sữa Rửa Mặt Bio-essence Dưỡng Da Tươi Sáng Căng Mọng 100g,109000,Bio-essence,20,5.0,3,Sữa rửa mặt,Hasaki
Gel Rửa Mặt & Tắm Gội A-Derma Dịu Nhẹ Cho Da 200ml,299000,A-Derma,7,5.0,4,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Senka Đất Sét Trắng Làm Đều Màu Da 120g,96000,Senka,22,4.8,6,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Vichy Dạng Gel Làm Sạch Sâu & Giảm Nhờn 400ml,624000,Vichy,4,4.9,14,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt B.O.M Từ 8 Loại Trà Làm Sạch Sâu Da 150ml,254000,B.O.M,8,4.9,14,Sữa rửa mặt,Hasaki
Gel Rửa Mặt SVR Dành Cho Da Nhạy Cảm 55ml,129000,SVR,15,5.0,5,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Cà Phê & Dừa 170g,128000,St.Ives,15,4.9,74,Sữa rửa mặt,Hasaki
"Gel Rửa Mặt SVR Không Xà Phòng Cho Da Khô, Nhạy Cảm 55ml",114000,SVR,17,5.0,1,Sữa rửa mặt,Hasaki
"Sữa Rửa Mặt Hatomugi Tạo Bọt Hỗ Trợ Dưỡng Ẩm, Sáng Da 160ml",96000,Hatomugi,20,4.9,34,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Bio-essence Tạo Bọt Cấp Ẩm Làm Dịu Da 100g,99000,Bio-essence,19,4.8,4,Sữa rửa mặt,Hasaki
Combo Simple Chăm Sóc Cho Da Sạch Sâu Ẩm Mịn 3 Món,191000,Simple,10,4.9,16,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt DrCeutics Hỗ Trợ Sạch Sâu Cho Mọi Loại Da 150ml,133000,DrCeutics,14,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 40ml,139000,Isis Pharma,13,4.8,11,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Eucerin Tạo Bọt Làm Sáng Da 50g,179000,Eucerin,10,5.0,9,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Naris Acmedica Chăm Sóc Da Mụn 100g,199000,Naris Cosmetics,9,5.0,18,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Senka Tạo Bọt Chiết Xuất Rau Má Dịu Nhẹ 100g,97000,Senka,19,4.9,36,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Naris Nature Sáng Da Chiết Xuất Hoa Anh Đào 100g,204000,Naris Cosmetics,9,4.9,15,Sữa rửa mặt,Hasaki
[Mini] Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 45ml,99000,Bioderma,16,5.0,14,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Bio-essence Vàng 24K Ngăn Ngừa Lão Hoá 100g,117000,Bio-essence,13,5.0,6,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Hada Labo Dưỡng Sáng Cao Cấp 100g,115000,Hada Labo,13,5.0,1,Sữa rửa mặt,Hasaki
"Sữa Rửa Mặt Derladie Tràm Trà Sạch Sâu, Kiềm Dầu 150ml",134000,Derladie,11,4.9,12,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Eucerin Làm Sạch Dịu Nhẹ Da Nhạy Cảm 200ml,340000,Eucerin,5,5.0,3,Sữa rửa mặt,Hasaki
Combo La Roche-Posay Chống Nắng Kiểm Soát Dầu & Làm Sạch Da,479000,La Roche-Posay,3,5.0,5,Sữa rửa mặt,Hasaki
Kem Rửa Mặt Acnes Giúp Ngừa Mụn 100g,61000,Acnes,24,5.0,3,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Cetaphil Tạo Bọt Dịu Lành Cho Da Nhạy Cảm 236ml,291000,Cetaphil,5,5.0,7,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Hoa Hồng & Lô Hội 170g,128000,St.Ives,11,4.9,74,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Eucerin Cho Da Mụn 150ml,351000,Eucerin,4,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Trái Mơ Tươi Mát 170g,127000,St.Ives,11,4.9,74,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Neutrogena Làm Sạch Sâu Dạng Gel 150ml,98000,Neutrogena,13,4.7,7,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Hada Labo Chăm Sóc Da Lão Hóa Cao Cấp 100g,104000,Hada Labo,12,5.0,1,Sữa rửa mặt,Hasaki
Combo Hada Labo Kem Rửa Mặt & Lotion Dưỡng Ẩm Da Thường,219000,Hada Labo,5,5.0,2,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Elixir Tạo Bọt Ngừa Lão Hóa 145g,441000,Elixir,3,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Naris Cosmetics Ngăn Ngừa Lão Hóa 100g,358000,Naris Cosmetics,4,5.0,7,Sữa rửa mặt,Hasaki
[Mini] Gel Rửa Mặt Bioderma Tạo Bọt Cho Da Nhạy Cảm 45ml,106000,Bioderma,10,5.0,11,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Naris Nature Dưỡng Sáng Da 100g,311000,Naris Cosmetics,4,5.0,4,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Ducray Cho Da Nhờn Mụn 200ml,357000,Ducray,3,5.0,1,Sữa rửa mặt,Hasaki
Combo Garnier Nước Tẩy Trang Cho Da Dầu Mụn 400ml + Gel Rửa Mặt Sạch Thoáng Dịu Nhẹ 120ml + 2 Serum Giảm Mụn Mờ Thâm 7.5ml,339000,Garnier,4,4.9,50,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Cocoon Chiết Xuất Từ Hoa Hồng 140ml,175000,Cocoon,6,5.0,2,Sữa rửa mặt,Hasaki
"Combo 2 Kem Rửa Mặt Hada Labo Sạch Sâu, Dưỡng Sáng Da 80g",131000,Hada Labo,8,5.0,21,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Milaganics Tràm Trà Nano Nghệ Ngừa Mụn 135ml,65000,Milaganics,15,4.9,7,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Acnes Gentle Wash Ngăn Ngừa Mụn 100g,61000,Acnes,16,5.0,8,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Naris Nature Cho Da Mụn Chiết Xuất Mù Tạt 100g,226000,Naris Cosmetics,5,4.9,15,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Hazeline Giảm Mụn Chiết Xuất Nghệ Hoa Cúc 100g,45000,Hazeline,22,5.0,9,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Azderma Dạng Gel Dịu Nhẹ Cho Da Dầu Mụn 60ml,71000,Azderma,14,5.0,2,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Naris Nature Se Khít Lỗ Chân Lông 100g,261000,Naris Cosmetics,4,4.9,15,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Hazeline Ngừa Mụn Dịu Nhẹ Tràm Trà Cica 100g,46000,Hazeline,20,5.0,9,Sữa rửa mặt,Hasaki
Combo Vichy Gel Rửa Mặt Ngừa Mụn 400ml + Kem Chống Nắng Không Nhờn Rít 50ml,874000,Vichy,1,5.0,1,Sữa rửa mặt,Hasaki
Kem Rửa Mặt Oxy Có Hạt Làm Sạch Sâu Giảm Nhờn 100g,65000,OXY,13,5.0,20,Sữa rửa mặt,Hasaki
Bộ Sản Phẩm Hada Labo Dưỡng Sáng Da 3 Món,73000,Hada Labo,11,5.0,4,Sữa rửa mặt,Hasaki
Combo 2 Kem Rửa Mặt Hada Labo Sạch Sâu Dưỡng Ẩm 80g,120000,Hada Labo,7,4.9,87,Sữa rửa mặt,Hasaki
Combo Cocoon Sữa Rửa Mặt & Nước Cân Bằng Từ Nghệ Hưng Yên 140mlx2,331000,Cocoon,3,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt St.Ives Tẩy Tế Bào Chết Bơ & Mật Ong 170g,127000,St.Ives,7,4.9,74,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Naris Nature Dưỡng Ẩm Chiết Xuất Sữa 100g,226000,Naris Cosmetics,4,4.9,15,Sữa rửa mặt,Hasaki
Combo 10 Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 59ml,379000,Cetaphil,2,4.8,41,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Neutrogena Ngăn Ngừa Mụn Đầu Đen 100g,118000,Neutrogena,7,5.0,6,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt The Lab Tạo Bọt Sạch Sâu & Dưỡng Ẩm Da 120ml,343000,The Lab,3,5.0,5,Sữa rửa mặt,Hasaki
Combo 4 Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu 55ml,499000,SVR,2,4.9,46,Sữa rửa mặt,Hasaki
Combo 2 Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 500ml (Mới),657000,Cetaphil,1,4.8,41,Sữa rửa mặt,Hasaki
[Mini] Sữa Rửa Mặt Senka Tạo Bọt Chiết Xuất Tơ Tằm Trắng 50g,40000,Senka,16,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Hada Labo Dưỡng Ẩm Cao Cấp 100g,104000,Hada Labo,7,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Bioré Thanh Lọc Da - Ngừa Mụn 100g,49000,Bioré,13,4.7,10,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Bio-essence Cho Da Dầu & Hỗn Hợp 100g,109000,Bio-essence,6,5.0,2,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Nivea Men Giúp Giảm Mụn & Hư Tổn Da 100g,84000,Nivea,8,5.0,2,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Acnes Dưỡng Sáng Và Ngăn Ngừa Mụn 100g,58000,Acnes,11,5.0,1,Sữa rửa mặt,Hasaki
Dung Dịch Tạo Bọt Acnes Ngăn Ngừa Mụn 150ml,65000,Acnes,9,5.0,3,Sữa rửa mặt,Hasaki
Kem Rửa Mặt Oxy Làm Sạch Sâu Sảng Khoái 100g,63000,OXY,9,5.0,16,Sữa rửa mặt,Hasaki
"Gel Rửa Mặt Avène Làm Sạch Da, Giảm Nhờn Mụn 200ml",424000,Avène,2,5.0,1,Sữa rửa mặt,Hasaki
Combo 2 Kem Rửa Mặt Hada Labo Dưỡng Chuyên Biệt Ngừa Lão Hóa 80g,141000,Hada Labo,4,4.9,9,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Eucerin Cho Da Mụn 75ml,233000,Eucerin,2,5.0,1,Sữa rửa mặt,Hasaki
"Kem Rửa Mặt Oxy Sạch Khuẩn Mụn, Kiểm Soát Nhờn 100g",74000,OXY,6,5.0,10,Sữa rửa mặt,Hasaki
"Gel Rửa Mặt Elixir Hỗ Trợ Làm Sạch Sâu, Ngừa Lão Hóa 105g",372000,Elixir,2,4.5,2,Sữa rửa mặt,Hasaki
"Gel Rửa Mặt Elixir Hỗ Trợ Làm Sạch, Dưỡng Ẩm 180g",370000,Elixir,2,5.0,2,Sữa rửa mặt,Hasaki
"Sữa Rửa Mặt Decumar Sạch Sâu Dịu Nhẹ, Sáng Da Ngừa Mụn 50g",95000,Decumar,5,5.0,2,Sữa rửa mặt,Hasaki
Combo Cocoon Gel Rửa Mặt Bí Đao 140ml + Nước Cân Bằng Bí Đao 140ml,192000,Cocoon,3,5.0,2,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Bio-essence Dưỡng Sáng Da 100g,82000,Bio-essence,5,4.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Bioré Thanh Lọc Da - Sạch Nhờn 100g,48000,Bioré,8,4.7,10,Sữa rửa mặt,Hasaki
Xà Phòng Chinoshio Dokudami Cho Mặt & Toàn Thân 130g,47000,Chinoshio,8,5.0,2,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Và Tẩy Trang Naris Cosmetics Dưỡng Ẩm 100g,366000,Naris Cosmetics,2,5.0,3,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Cerave Cho Da Dầu Mụn 88ml,175000,CeraVe,3,5.0,6,Sữa rửa mặt,Hasaki
[Mini] Gel Rửa Mặt Bioderma Tạo Bọt Cho Da Nhạy Cảm 8ml,19000,Bioderma,18,5.0,11,Sữa rửa mặt,Hasaki
Bộ Sản Phẩm Hada Labo Dưỡng Ẩm Da 3 Món (Kem Rửa Mặt 15g + Dung Dịch Dưỡng 20ml + Kem Dưỡng 12g),68000,Hada Labo,5,5.0,4,Sữa rửa mặt,Hasaki
Combo CeraVe Sữa Rửa Mặt Sạch Sâu Cho Da Thường Đến Da Dầu 236ml + Sữa Dưỡng Ẩm 30ml,340000,CeraVe,1,5.0,3,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Emmié Sạch Sâu & Giảm Mụn 180ml,179000,Emmié by Happy Skin,2,5.0,3,Sữa rửa mặt,Hasaki
"Sữa Rửa Mặt Melano CC Dưỡng Sáng, Sạch Sâu 130g",153000,Melano CC,2,5.0,1,Sữa rửa mặt,Hasaki
"Sữa Rửa Mặt Oxy Sạch Dịu Nhẹ, Kiềm Dầu Cho Nam 100g",76000,OXY,4,5.0,4,Sữa rửa mặt,Hasaki
"Kem Rửa Mặt Acnes Vitamin Làm Sáng Da, Mờ Sẹo Thâm 100g",58000,Acnes,6,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Hazeline Dưỡng Ẩm Sáng Da Yến Mạch & Dâu Tằm 100g,52000,Hazeline,6,5.0,9,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Nivea Tinh Chất Ngọc Trai Làm Sáng Da 100g,68000,Nivea,4,5.0,1,Sữa rửa mặt,Hasaki
[Mini] Sữa Rửa Mặt I'm From Từ Ngải Cứu Sạch Sâu Dịu Nhẹ 30ml,49000,I'm from,5,5.0,6,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Emmié Dịu Nhẹ & Cấp Ẩm Sâu 180ml,179000,Emmié by Happy Skin,1,5.0,3,Sữa rửa mặt,Hasaki
Combo 2 Kem Rửa Mặt Hada Labo Cho Da Mụn Và Nhạy Cảm 80g,142000,Hada Labo,2,4.7,9,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Evoluderm Bổ Sung Vitamin E Cấp Ẩm Dịu Nhẹ 250ml,99000,Evoluderm,2,5.0,3,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Nivea Men Than Đen Hoạt Tính Sáng Da 100g,96000,Nivea,1,5.0,1,Sữa rửa mặt,Hasaki
"Kem Rửa Mặt Acnes Vitamin Làm Sáng Da, Mờ Sẹo Thâm 50g",37000,Acnes,3,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Bio-essence AHA-BHA Tẩy Da Chết Dịu Nhẹ 100g,99000,Bio-essence,1,5.0,1,Sữa rửa mặt,Hasaki
Kem Rửa Mặt Acnes Giúp Ngừa Mụn 50g,38000,Acnes,2,5.0,3,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Ngăn Ngừa Mụn Acnes 100g,66000,Acnes,2,5.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Và Tẩy Trang Naris Alodew Từ Lô Hội 100g,208000,Naris Cosmetics,1,5.0,2,Sữa rửa mặt,Hasaki
Combo La Roche-Posay Làm Sạch Sâu Double Cleansing Da Dầu,189000,La Roche-Posay,1,5.0,2,Sữa rửa mặt,Hasaki
Gel Rửa Mặt Garnier Vitamin C Sạch Sâu Dịu Nhẹ Sáng Da 120ml,159000,Garnier,9,5.0,1,Sữa rửa mặt,Hasaki
Combo 2 Sữa Rửa Mặt Vichy Dạng Gel Làm Sạch Sâu Da Dầu Mụn 50ml,150000,Vichy,6,4.9,14,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Freeplus Dưỡng Ẩm Dịu Nhẹ Cho Da 100g,224000,Freeplus,5,5.0,5,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Bioré Thanh Lọc Da - Sáng Da 100g,49000,Bioré,3,4.7,10,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Clean & Clear Giảm Nhờn Tác Dụng Sâu 100g,62000,Clean & Clear,1,5.0,1,Sữa rửa mặt,Hasaki
Combo La Roche-Posay Gel Rửa Mặt Da Dầu Mụn 200ml & Nước Tẩy Trang Da Nhạy Cảm 50ml,360000,La Roche-Posay,2,4.0,1,Sữa rửa mặt,Hasaki
Sữa Rửa Mặt Curél Dạng Bọt Cấp Ẩm Chuyên Sâu Túi 130ml,219000,Curél,1,5.0,16,Sữa rửa mặt,Hasaki
